poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,dem,rep,ind
87916,1801,Florida Atlantic University/Mainstreet Research,"","",Florida Atlantic University PolCom Lab/Mainstreet Research,770,Florida Atlantic University PolCom Lab/Mainstreet Research,,,IVR/Online Panel,6.0,,8/23/24,8/25/24,,"",,207054,929,rv,,rv,,8/27/24 13:28,"",https://www.faupolling.com/fau-mainstreet-usa-poll-harris-gains-momentum-independents-shift-in-the-wake-of-the-dnc/,https://www.faupolling.com/fau-mainstreet-usa-poll-harris-gains-momentum-independents-shift-in-the-wake-of-the-dnc/,https://www.faupolling.com/wp-content/uploads/2024/08/mainstreet-us-august-24-2024-public.pdf,https://projects.fivethirtyeight.com/polls/20240827_US_FAUMainstreet.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.3,43.2,
87916,1801,Florida Atlantic University/Mainstreet Research,"","",Florida Atlantic University PolCom Lab/Mainstreet Research,770,Florida Atlantic University PolCom Lab/Mainstreet Research,,,IVR/Online Panel,6.0,,8/23/24,8/25/24,,"",,207055,856,lv,,lv,,8/27/24 13:28,"",https://www.faupolling.com/fau-mainstreet-usa-poll-harris-gains-momentum-independents-shift-in-the-wake-of-the-dnc/,https://www.faupolling.com/fau-mainstreet-usa-poll-harris-gains-momentum-independents-shift-in-the-wake-of-the-dnc/,https://www.faupolling.com/wp-content/uploads/2024/08/mainstreet-us-august-24-2024-public.pdf,https://projects.fivethirtyeight.com/polls/20240827_US_FAUMainstreet.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.3,44.1,
87900,1714,Kaplan Strategies,"","",Kaplan Strategies,124,Kaplan Strategies,2.0,-0.9,,4.5,,8/24/24,8/24/24,,"",,206934,1257,rv,,rv,,8/26/24 14:17,"",https://kaplanstrategies.com/2024/08/25/national-poll/,https://kaplanstrategies.com/2024/08/25/national-poll/,https://kaplanstrategies.com/wp-content/uploads/2024/08/National-August-24-2024-v2.pdf,,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,43.0,41.0,
87900,1714,Kaplan Strategies,"","",Kaplan Strategies,124,Kaplan Strategies,2.0,-0.9,,4.5,,8/24/24,8/24/24,,"",,206935,1190,lv,,lv,,8/26/24 14:17,"",https://kaplanstrategies.com/2024/08/25/national-poll/,https://kaplanstrategies.com/2024/08/25/national-poll/,https://kaplanstrategies.com/wp-content/uploads/2024/08/National-August-24-2024-v2.pdf,,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,44.0,41.0,
87874,1697,Bullfinch,"","",The Bullfinch Group,692,The Bullfinch Group,,,Online Panel,4.0,,8/19/24,8/21/24,,"",,206711,1200,a,,a,,8/22/24 20:30,"",https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q3-nationwide-survey-2,https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q3-nationwide-survey-2,,,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,42.0,40.0,
87874,1697,Bullfinch,"","",The Bullfinch Group,692,The Bullfinch Group,,,Online Panel,4.0,,8/19/24,8/21/24,,"",,206712,1000,rv,,rv,,8/22/24 20:30,"",https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q3-nationwide-survey-2,https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q3-nationwide-survey-2,,,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,42.0,
87853,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,8/17/24,8/20/24,,"",,206526,1371,rv,,rv,,8/21/24 09:44,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_m7wODye.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_m7wODye.pdf,,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,47.0,43.0,
87871,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,2.6,-1.2,,10.0,,8/1/24,8/15/24,,"",,206672,6067,lv,,lv,,8/22/24 14:48,"",https://www.dataforprogress.org/insights/2024/8/22/harris-can-win-swing-voters-by-emphasizing-populist-economic-policies-and-protecting-freedoms,https://www.dataforprogress.org/insights/2024/8/22/harris-can-win-swing-voters-by-emphasizing-populist-economic-policies-and-protecting-freedoms,https://www.filesforprogress.org/datasets/2024/8/dfp_harris_trump_swing_voter_report.pdf,,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,49.0,44.0,
87781,1102,Emerson,"","",Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,,8/12/24,8/14/24,,"",,206005,1000,lv,,lv,,8/15/24 09:30,"",https://emersoncollegepolling.com/august-2024-national-poll-harris-50-trump-46/,https://emersoncollegepolling.com/august-2024-national-poll-harris-50-trump-46/,,https://docs.google.com/spreadsheets/d/1DtCAcUi-gQi-imKgXR4N_NJkgLbwBEYA/edit?gid=1111959950#gid=1111959950,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,47.5,45.5,
87760,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,8/11/24,8/13/24,,"",,205807,1407,rv,,rv,,8/14/24 10:02,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_W3lebBm.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_W3lebBm.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_8IEdK8V.pdf,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,44.0,
87774,320,Monmouth,"","",Monmouth University Polling Institute,215,Monmouth University Polling Institute,2.9,-0.9,Live Phone/Text-to-Web,9.0,,8/8/24,8/12/24,,"",,205881,801,rv,,rv,,8/14/24 11:15,"",https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_081424/,,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_081424/,,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,48.0,46.0,
87791,1347,Cygnal,"","",Cygnal,67,Cygnal,2.1,-1.1,,4.0,,8/6/24,8/8/24,,"",,206110,1500,lv,,lv,,8/15/24 20:42,"",https://www.cygn.al/national-poll-2024-election-has-re-entered-stasis-while-trump-republicans-maintains-advantage/,,https://www.cygn.al/national-poll-2024-election-has-re-entered-stasis-while-trump-republicans-maintains-advantage/,https://www.cygn.al/wp-content/uploads/2024/08/Cygnal-National-NVT-Aug24-Deck.pdf,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.4,47.1,
87696,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,8/4/24,8/6/24,,"",,205394,1413,rv,,rv,,8/7/24 10:45,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_OHhDhBP.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_OHhDhBP.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_qdE4wzP.pdf,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,44.0,
87679,1205,Marist,"373,2166",NPR | PBS News,Marist College,183,Marist College,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,7.0,,8/1/24,8/4/24,,"",,205298,1513,rv,,rv,,8/6/24 17:25,"",https://maristpoll.marist.edu/polls/the-2024-presidential-contest-august-2024/,https://maristpoll.marist.edu/polls/the-2024-presidential-contest-august-2024/,,https://maristpoll.marist.edu/wp-content/uploads/2024/08/NPR_PBS-News_Marist-Poll_USA-NOS-and-Tables_486202408050954.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,47.0,45.0,
87701,1292,Hart/POS,576,CNBC,Hart Research Associates/Public Opinion Strategies,221,Hart Research Associates/Public Opinion Strategies,2.6,-0.7,Live Phone,4.0,,7/31/24,8/4/24,,"",,205612,1001,rv,,rv,,8/9/24 10:18,"",https://fm.cnbc.com/applications/cnbc.com/resources/editorialfiles/2024/08/09/CNBC_AAES_Q2.pdf,,https://fm.cnbc.com/applications/cnbc.com/resources/editorialfiles/2024/08/09/CNBC_AAES_Q2.pdf,,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,44.0,47.0,
87863,1416,HarrisX,400,Deseret News,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,,8/2/24,8/3/24,,"",,206574,1011,rv,,rv,,8/22/24 09:20,"",https://www.deseret.com/politics/2024/08/19/poll-could-pessimism-about-the-economy-sink-kamala-harris/,https://www.deseret.com/politics/2024/08/19/poll-could-pessimism-about-the-economy-sink-kamala-harris/,,https://html-crosstabs.s3.amazonaws.com/Deseret+Religion+and+Political+Violence%2C+HOP+8.3.2024+vF3.html,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,42.0,39.0,
87699,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.1,Probability Panel,10.0,,7/24/24,8/1/24,,"",,205439,879,rv,,rv,,8/8/24 09:22,"",https://law.marquette.edu/poll/2024/08/07/detailed-results-of-the-marquette-law-school-supreme-court-poll-july-24-august-1-2024/,https://law.marquette.edu/poll/2024/08/07/detailed-results-of-the-marquette-law-school-supreme-court-poll-july-24-august-1-2024/,https://law.marquette.edu/poll/wp-content/uploads/2024/08/MLSPSC21ToplinesRV_NationalIssues.html,,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,52.0,48.0,
87699,1075,Marquette Law School,"","",Marquette University Law School,195,Marquette University Law School,3.0,-1.1,Probability Panel,10.0,,7/24/24,8/1/24,,"",,205440,683,lv,,lv,,8/8/24 09:22,"",https://law.marquette.edu/poll/2024/08/07/detailed-results-of-the-marquette-law-school-supreme-court-poll-july-24-august-1-2024/,https://law.marquette.edu/poll/2024/08/07/detailed-results-of-the-marquette-law-school-supreme-court-poll-july-24-august-1-2024/,https://law.marquette.edu/poll/wp-content/uploads/2024/08/MLSPSC21ToplinesLV_NationalIssues.html,,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,52.0,48.0,
87656,1554,RMG Research,"","",RMG Research,555,RMG Research,2.3,-0.4,,5.0,,7/29/24,7/31/24,,"",,205202,3000,rv,,rv,,8/5/24 09:47,"",https://x.com/ScottWRasmussen/status/1820423212917731471,https://x.com/ScottWRasmussen/status/1820423212917731471,,,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,47.0,47.0,
87628,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,7/27/24,7/30/24,,"",,204844,1434,rv,,rv,,7/31/24 10:07,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_46OGlnS.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_46OGlnS.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5LIBPv8.pdf,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,44.0,
87643,1810,American Pulse,"","",American Pulse Research & Polling,836,American Pulse Research & Polling,,,IVR/Live Phone/Online Panel/Text-to-Web,6.0,,7/26/24,7/29/24,,"",,204990,1035,lv,,lv,,8/1/24 09:22,"",https://www.americanpulse.us/thankyou-pollresults-publicopinion-post-landscape-shaping-events,https://www.americanpulse.us/thankyou-pollresults-publicopinion-post-landscape-shaping-events,https://s3.amazonaws.com/kajabi-storefronts-production/file-uploads/sites/24373/themes/2158162839/downloads/3adfa3d-48e0-1c0-e1c-7fac5bf72d3_240731_American_Pulse_-_National_Public_Opinion_Survey_-_Topline_Results.pdf,,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.6,45.2,
87640,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.6,Online Panel,4.0,,7/23/24,7/29/24,,"",,204910,1000,lv,,lv,,7/31/24 14:54,"",https://mclaughlinonline.com/pols/wp-content/uploads/2024/07/National-July-Presentation-RELEASE-7-30-24.pdf,,,https://mclaughlinonline.com/pols/wp-content/uploads/2024/07/National-July-Presentation-RELEASE-7-30-24.pdf,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,44.0,46.0,
87613,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,7.0,,7/26/24,7/28/24,,"",,204699,1066,rv,,rv,,7/30/24 09:35,"split sample; includes ""other"" and ""undecided""",https://harvardharrispoll.com/wp-content/uploads/2024/07/HHP_July2024_KeyResults.pdf,https://harvardharrispoll.com/wp-content/uploads/2024/07/HHP_July2024_KeyResults.pdf,https://harvardharrispoll.com/wp-content/uploads/2024/07/HHP_Jul24_Topline.pdf,https://harvardharrispoll.com/wp-content/uploads/2024/07/HHP_Jul24_Crosstabs.pdf,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,42.0,
87613,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,7.0,,7/26/24,7/28/24,,"",,204700,1130,rv,,rv,,7/30/24 09:35,split sample; forced choice,https://harvardharrispoll.com/wp-content/uploads/2024/07/HHP_July2024_KeyResults.pdf,https://harvardharrispoll.com/wp-content/uploads/2024/07/HHP_July2024_KeyResults.pdf,https://harvardharrispoll.com/wp-content/uploads/2024/07/HHP_Jul24_Topline.pdf,https://harvardharrispoll.com/wp-content/uploads/2024/07/HHP_Jul24_Crosstabs.pdf,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,48.0,52.0,
87651,1873,Big Data Poll,2133,Public Polling Project,Big Data Poll,251,Big Data Poll,1.1,0.2,Live Phone/Online Panel/Text-to-Web,7.0,,7/26/24,7/28/24,,"",,205052,3097,rv,,rv,,8/1/24 12:50,"",https://www.bigdatapoll.com/blog/national-poll-trump-holds-narrower-lead-post-biden-drop-out/,https://www.bigdatapoll.com/blog/national-poll-trump-holds-narrower-lead-post-biden-drop-out/,,https://application.marketsight.com/app/ItemView.aspx?SharedFor=public%40bigdatapoll.com&SharedBy=34090&id=0112af02-ce4e-4d19-98be-b1be017475b4,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,42.7,42.4,
87651,1873,Big Data Poll,2133,Public Polling Project,Big Data Poll,251,Big Data Poll,1.1,0.2,Live Phone/Online Panel/Text-to-Web,7.0,,7/26/24,7/28/24,,"",,205053,2919,lv,,lv,,8/1/24 12:51,"",https://www.bigdatapoll.com/blog/national-poll-trump-holds-narrower-lead-post-biden-drop-out/,https://www.bigdatapoll.com/blog/national-poll-trump-holds-narrower-lead-post-biden-drop-out/,,https://application.marketsight.com/app/ItemView.aspx?SharedFor=public%40bigdatapoll.com&SharedBy=34090&id=0112af02-ce4e-4d19-98be-b1be017475b4,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,43.7,43.7,
87617,1801,Florida Atlantic University/Mainstreet Research,"","",Florida Atlantic University PolCom Lab/Mainstreet Research,770,Florida Atlantic University PolCom Lab/Mainstreet Research,,,IVR/Online Panel,6.0,,7/26/24,7/27/24,,"",,204776,997,rv,,rv,,7/30/24 11:01,"",https://www.faupolling.com/july-30-2024/,https://www.faupolling.com/july-30-2024/,https://www.faupolling.com/wp-content/uploads/2024/07/Mainstreet_US_July_27_2024_Public.pdf,,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,42.0,
87617,1801,Florida Atlantic University/Mainstreet Research,"","",Florida Atlantic University PolCom Lab/Mainstreet Research,770,Florida Atlantic University PolCom Lab/Mainstreet Research,,,IVR/Online Panel,6.0,,7/26/24,7/27/24,,"",,204777,952,lv,,lv,,7/30/24 11:01,"",https://www.faupolling.com/july-30-2024/,https://www.faupolling.com/july-30-2024/,https://www.faupolling.com/wp-content/uploads/2024/07/Mainstreet_US_July_27_2024_Public.pdf,,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,47.0,42.0,
87659,921,Clarity,"","",Clarity Campaign Labs,52,Clarity Campaign Labs,1.6,-0.2,Online Panel,1.0,,7/22/24,7/26/24,,"",,205192,995,lv,,lv,,8/3/24 16:04,"",https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/66ad5918b431d02b7b867e07/1722636569606/Clarity+Omnibus+Overview+-+July+2024.pdf,,https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/66ad5918b431d02b7b867e07/1722636569606/Clarity+Omnibus+Overview+-+July+2024.pdf,,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,44.0,42.0,
87580,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,,,6.0,,7/23/24,7/25/24,,"",,204530,1000,rv,,rv,,7/26/24 20:41,"",https://www.wsj.com/politics/elections/harris-erases-trumps-lead-wsj-poll-finds-e286144d,https://www.wsj.com/politics/elections/harris-erases-trumps-lead-wsj-poll-finds-e286144d,https://prod-i.a.dj.com/public/resources/documents/WSJ_Poll_LateJuly_2024.pdf?mod=ANLink,,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,48.0,
87579,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,,7/22/24,7/25/24,,"",,204420,3013,rv,,rv,,7/26/24 20:01,"",https://www.harrisx.com/posts/harrisx-forbes-poll-kamala-harris-entrance-has-reset-race-against-trump,https://www.harrisx.com/posts/harrisx-forbes-poll-kamala-harris-entrance-has-reset-race-against-trump,,,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,41.0,41.0,
87579,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,,7/22/24,7/25/24,,"",,204421,2472,lv,,lv,,7/26/24 20:01,"",https://www.harrisx.com/posts/harrisx-forbes-poll-kamala-harris-entrance-has-reset-race-against-trump,https://www.harrisx.com/posts/harrisx-forbes-poll-kamala-harris-entrance-has-reset-race-against-trump,,,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,44.0,45.0,
87589,356,OnMessage Inc.,1758,Senate Opportunity Fund,OnMessage,239,OnMessage Inc.,1.1,0.2,Online Panel,1.0,,7/22/24,7/24/24,,"",,204534,800,lv,,lv,,7/27/24 13:45,"",https://senopportunity.org/wp-content/uploads/2024/07/2024-07-SOF-62-Public-Deck.pdf,,https://senopportunity.org/wp-content/uploads/2024/07/2024-07-SOF-62-Public-Deck.pdf,,"",,REP,9549,2024,U.S. House,,Generic,11/5/24,general,false,44.0,49.0,
87555,568,YouGov,"2167,2168",The Times of London | SAY24,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,7/22/24,7/23/24,,"",,204187,1155,lv,,lv,,7/25/24 14:16,"",https://www.thetimes.com/world/us-world/article/trump-v-harris-polls-latest-debate-c85fhzxwq,https://www.thetimes.com/world/us-world/article/trump-v-harris-polls-latest-debate-c85fhzxwq,,https://d3nkl3psvxxpe9.cloudfront.net/documents/Times_SAY24_20240723.pdf,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,44.0,44.0,
87536,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,7/21/24,7/23/24,,"",,204061,1435,rv,,rv,,7/24/24 10:29,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_xHwAlQq.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_xHwAlQq.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_U76IOiF.pdf,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,44.0,
87529,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,7/19/24,7/22/24,,"",,203940,1178,rv,,rv,,7/23/24 15:12,"",https://www.yahoo.com/news/new-yahoo-newsyougov-poll-kamala-harris-has-a-huge-head-start-for-the-democratic-nomination--and-the-strongest-numbers-against-trump-143447808.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-kamala-harris-has-a-huge-head-start-for-the-democratic-nomination--and-the-strongest-numbers-against-trump-143447808.html,,https://www.scribd.com/document/752747800/20240722-pol,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,42.0,
87520,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,2.7,-0.8,Online Panel,9.0,,7/19/24,7/21/24,,"",,203776,982,lv,,lv,,7/22/24 15:51,"",https://echeloninsights.com/in-the-news/july2024-verified-voter-omnibus-2-2-2-2/,https://echeloninsights.com/in-the-news/july2024-verified-voter-omnibus-2-2-2-2/,https://echelonin.wpenginepowered.com/wp-content/uploads/July-2024-Voter-Omnibus-Topline-EXTERNAL.pdf,https://echelonin.wpenginepowered.com/wp-content/uploads/July-Omnibus-Crosstabs-EXTERNAL.pdf,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,48.0,47.0,
87521,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,,7/19/24,7/21/24,,"",,203728,2753,rv,,rv,,7/22/24 15:23,"",https://www.harrisx.com/content/hop-july-19-21-2024,,,https://www.harrisx.com/content/hop-july-19-21-2024,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,39.0,44.0,
87521,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,,7/19/24,7/21/24,,"",,203729,2169,lv,,lv,,7/22/24 15:23,"",https://www.harrisx.com/content/hop-july-19-21-2024,,,https://www.harrisx.com/content/hop-july-19-21-2024,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,41.0,49.0,
87528,1801,Florida Atlantic University/Mainstreet Research,"","",Florida Atlantic University PolCom Lab/Mainstreet Research,770,Florida Atlantic University PolCom Lab/Mainstreet Research,,,IVR/Online Panel,6.0,,7/19/24,7/21/24,,"",,203901,780,rv,,rv,,7/23/24 11:02,"",https://www.faupolling.com/fau-mainstreet-research-usa-poll-harris-narrows-trumps-lead-to-5-points/,https://www.faupolling.com/fau-mainstreet-research-usa-poll-harris-narrows-trumps-lead-to-5-points/,,https://www.faupolling.com/wp-content/uploads/2024/07/mainstreet-us-july-post-2024.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,43.5,43.0,
87528,1801,Florida Atlantic University/Mainstreet Research,"","",Florida Atlantic University PolCom Lab/Mainstreet Research,770,Florida Atlantic University PolCom Lab/Mainstreet Research,,,IVR/Online Panel,6.0,,7/19/24,7/21/24,,"",,203902,711,lv,,lv,,7/23/24 11:02,"",https://www.faupolling.com/fau-mainstreet-research-usa-poll-harris-narrows-trumps-lead-to-5-points/,https://www.faupolling.com/fau-mainstreet-research-usa-poll-harris-narrows-trumps-lead-to-5-points/,,https://www.faupolling.com/wp-content/uploads/2024/07/mainstreet-us-july-post-2024.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,44.5,45.1,
87538,356,OnMessage Inc.,1758,Senate Opportunity Fund,OnMessage,239,OnMessage Inc.,1.1,0.2,Online Panel,1.0,,7/17/24,7/19/24,,"",,204107,800,lv,,lv,,7/24/24 12:26,"",https://senopportunity.org/wp-content/uploads/2024/07/2024-07-SOF-61-School-Choice-DECK.pdf,,https://senopportunity.org/wp-content/uploads/2024/07/2024-07-SOF-61-School-Choice-DECK.pdf,,"",,REP,9549,2024,U.S. House,,Generic,11/5/24,general,false,43.0,46.0,
87451,1102,Emerson,2154,DemNextGen,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,,7/15/24,7/16/24,,"",,203362,2000,rv,,rv,,7/18/24 09:27,"",https://emersoncollegepolling.com/july-2024-swing-state-polls/,https://emersoncollegepolling.com/july-2024-swing-state-polls/,,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,"",,DEM,9549,2024,U.S. House,,Generic,11/5/24,general,false,43.7,43.7,
87437,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Panel,9.0,,7/13/24,7/16/24,,"",,203270,1404,rv,,rv,,7/17/24 10:05,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_SFkiutc.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_SFkiutc.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_sPu9WiO.pdf,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,44.0,
87435,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Panel,6.0,,7/13/24,7/15/24,,"",,203222,1918,rv,,rv,,7/17/24 09:45,"",https://www.harrisx.com/content/trump-assassination-attempt-full-results,,,https://www.harrisx.com/content/trump-assassination-attempt-full-results,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,41.0,42.0,
87395,1800,Noble Predictive Insights,2013,Center Square,Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Online Panel/Text-to-Web,6.0,,7/8/24,7/11/24,,"",,203132,2295,lv,,lv,,7/16/24 10:58,"",https://bloximages.newyork1.vip.townnews.com/thecentersquare.com/content/tncms/assets/v3/editorial/1/ba/1ba9b2c0-436b-11ef-908b-4b060b93296f/6696612341005.pdf.pdf,,,https://bloximages.newyork1.vip.townnews.com/thecentersquare.com/content/tncms/assets/v3/editorial/1/ba/1ba9b2c0-436b-11ef-908b-4b060b93296f/6696612341005.pdf.pdf,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,43.0,44.0,
87395,1800,Noble Predictive Insights,2013,Center Square,Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Online Panel/Text-to-Web,6.0,,7/8/24,7/11/24,,"",,203133,2535,rv,,rv,,7/16/24 10:58,"",https://bloximages.newyork1.vip.townnews.com/thecentersquare.com/content/tncms/assets/v3/editorial/e/8c/e8c2fa56-436a-11ef-adc9-47df827e87a1/669660f17d667.pdf.pdf,,,https://bloximages.newyork1.vip.townnews.com/thecentersquare.com/content/tncms/assets/v3/editorial/e/8c/e8c2fa56-436a-11ef-adc9-47df827e87a1/669660f17d667.pdf.pdf,"",,,9549,2024,U.S. House,,Generic,11/5/24,general,false,42.0,43.0,
88401,1896,OnMessage Inc./Tarrance Group,1758,Senate Opportunity Fund,OnMessage/Tarrance Group,866,OnMessage/Tarrance Group,,,Live Phone,1.5,,7/8/24,7/11/24,,"",,211009,800,lv,,lv,,9/27/24 16:26,"",https://senopportunity.org/wp-content/uploads/2024/09/2024-07-SOF-Healthcare-Deck.pdf,https://senopportunity.org/wp-content/uploads/2024/09/2024-07-SOF-Healthcare-Deck.pdf,,,"",,REP,9549,2024,U.S. House,,Generic,11/5/24,general,false,42.0,43.0,
87377,1205,Marist,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,2.9,-0.9,Live Phone/Online Panel,7.0,,7/9/24,7/10/24,,"",,202767,1174,rv,,rv,,7/12/24 10:04,"",https://maristpoll.marist.edu/polls/contest-for-president-still-up-for-grabs/,https://maristpoll.marist.edu/polls/contest-for-president-still-up-for-grabs/,,https://maristpoll.marist.edu/wp-content/uploads/2024/07/NPR_PBS-News_Marist-Poll_USA-NOS-and-Tables_202407101544.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,44.0,
